"sex","parental_level_of_education","lunch","test_preparation_course","math_score","reading_score","writing_score","id","parent_income","school_location","school_type","race","el_status","home_language","grade","age","close_friends","trusted_adult","mental_health","stress_rating","belonging","ses_score","alcohol_use","marijuana_use","siblings","pets"
"male","master's degree","Standard","completed",54.7144853190921,48.8657223403754,46.0169593616587,1441,81022.577393243,"Suburban","Public","White","not EL","English",6,11,3,1,"fair",9,"mostly welcome",10,0,0,4,0
"female","high school","Reduced","none",78.300231385157,75.206086516315,62.111941647473,1442,39470.72434421,"Urban","Public","White","not EL","English",8,14,1,1,"good",8,"mostly unwelcome",4.27,0,0,3,1
"female","some college","Free","completed",99.6291973427026,93.4375270670906,78.2458567914785,1443,32437.3510535764,"Urban","Public","Asian","not EL","English",7,13,4,1,"very good",5,"very welcome",3.45,0,0,1,0
"male","some high school","Reduced","completed",61.2284802120272,59.5545413635534,48.8806025150796,1444,37263.2103367072,"Urban","Public","2 or more","not EL","English",7,13,3,1,"excellent",4,"very welcome",2.64,0,0,0,2
"female","high school","Free","none",52.684818531358,52.6042516453159,42.5236847592738,1445,24402.8344302106,"Suburban","Public","Latine","not EL","English",8,13,2,0,"very good",5,"very welcome",2.64,0,0,1,0
"female","some college","Free","none",50.5147904652717,50.1012857046515,40.6877809440313,1446,25077.6969826106,"Rural","Public","Latine","not EL","English",7,12,1,0,"poor",9,"mostly unwelcome",3.45,0,0,4,0
"male","bachelor's degree","Standard","completed",60.5168453528426,58.9266282525082,48.3364111521738,1447,52550.2155705982,"Rural","Charter","Latine","not EL","English",7,12,3,0,"very good",5,"welcome half the time",9.18,0,0,1,0
"male","high school","Reduced","none",65.1878369492993,63.0480914258523,51.9083459024053,1448,34081.3864614354,"Urban","Public","Latine","EL","Spanish",7,12,4,1,"excellent",3,"mostly unwelcome",4.27,0,0,0,0
"male","bachelor's degree","Standard","none",22.449532187676,20.3966460479494,21.3437599082228,1449,56504.4302562287,"Rural","Charter","Black","not EL","English",6,11,1,0,"good",6,"very welcome",9.18,0,0,2,0
"female","some college","Free","completed",47.8706999932868,47.768264699959,38.6658294066311,1450,16060.4795029687,"Suburban","Public","Latine","EL","English",7,13,2,0,"fair",9,"welcome half the time",3.45,0,0,0,0
"female","associate's degree","Standard","none",24.6910271421535,22.3744357136648,23.0578442851762,1451,49872.1788237324,"Suburban","Public","2 or more","EL","English",6,11,3,1,"very good",6,"very welcome",7.55,0,0,2,2
"female","bachelor's degree","Standard","none",89.3866947754498,84.4000248018674,70.4133548282851,1452,50978.0717511221,"Suburban","Public","White","not EL","English",7,12,2,1,"good",8,"very unwelcome",9.18,0,0,3,0
"female","some high school","Free","completed",79.5534228393172,75.7236083876328,62.8937939359484,1453,29638.9777859943,"Urban","Public","2 or more","EL","Other",7,12,2,1,"very good",6,"very welcome",1,0,0,2,0
"female","associate's degree","Reduced","none",64.5319834568694,62.469397167826,51.4068108787825,1454,35265.5710547566,"Urban","Public","Latine","not EL","English",7,13,5,1,"good",8,"mostly welcome",5.91,0,0,3,0
"male","some high school","Free","completed",63.7223349964697,61.7550014674732,50.7876679384768,1455,26815.7724908136,"Suburban","Public","Latine","EL","Other",7,13,3,0,"good",6,"very welcome",1,0,0,2,0
"male","associate's degree","Reduced","none",67.244980466446,64.8632180586288,53.4814556508116,1456,34885.6407271205,"Rural","Charter","Latine","EL","English",7,13,3,0,"very good",5,"very welcome",5.91,0,0,2,0
"female","associate's degree","Standard","none",64.624837312481,57.6101505698362,53.5954638271914,1457,58638.2817561775,"Urban","Public","Black","not EL","English",6,12,3,1,"good",6,"very welcome",7.55,0,0,2,3
"female","some college","Reduced","completed",82.3118460898485,78.7457465498663,65.1796470098841,1458,44830.4976999109,"Urban","Public","Latine","not EL","English",8,14,1,1,"very good",5,"very welcome",5.09,0,0,2,2
"male","some high school","Reduced","completed",93.4106439794824,83.0093917466021,75.6081395137218,1459,35683.1733298651,"Urban","Public","Latine","not EL","English",6,11,3,1,"poor",3,"mostly welcome",2.64,1,0,0,2
"female","some college","Free","completed",82.627653069661,73.494988002642,67.3623229356231,1460,32130.2074425931,"Urban","Public","Latine","EL","Other",6,11,3,1,"excellent",4,"mostly welcome",3.45,0,0,0,0
"male","some high school","Reduced","completed",94.399180131513,89.4110412925114,74.4229024535099,1461,42940.6941950076,"Rural","Charter","White","not EL","English",8,13,3,0,"very good",5,"very welcome",2.64,0,0,1,3
"female","some college","Reduced","completed",43.7395585742042,39.1819634478273,37.6243683214503,1462,43367.4035255596,"Suburban","Public","Latine","not EL","English",6,11,2,1,"good",7,"mostly welcome",5.09,0,0,3,1
"male","associate's degree","Reduced","none",56.2025758281889,50.1787433778137,47.1549109274386,1463,36119.7644004155,"Urban","Public","Black","EL","English",6,12,3,1,"good",7,"mostly welcome",5.91,0,0,3,0
"female","associate's degree","Free","none",54.4983426332907,54.2044199705506,43.9104973078106,1464,33469.6133137004,"Urban","Public","2 or more","EL","Other",8,14,3,1,"very good",6,"very welcome",4.27,0,0,2,0
"male","high school","Free","completed",36.895711583247,33.1432749263944,32.3908382695418,1465,27657.692511355,"Urban","Public","Asian","not EL","English",6,12,3,1,"good",7,"very welcome",2.64,0,0,3,0
"female","some college","Free","none",86.4907963906035,81.8448203446501,68.1988442986968,1466,23298.3110256694,"Urban","Public","White","not EL","English",7,12,4,1,"good",6,"very welcome",3.45,0,0,2,0
"female","associate's degree","Reduced","completed",58.4106824832221,52.1270727793136,48.8434630754052,1467,44564.4771771037,"Urban","Public","White","not EL","English",6,11,2,1,"very good",5,"very welcome",5.91,0,0,1,1
"male","some high school","Free","none",41.34842713492,42.6015533543412,33.8546795737624,1468,11734.3689028941,"Urban","Public","White","not EL","English",8,13,2,1,"good",7,"very unwelcome",1,0,0,3,0
"female","some high school","Free","none",69.9227728187413,62.2847995459482,57.6468262731551,1469,24928.637450283,"Urban","Public","White","not EL","English",6,11,3,1,"fair",3,"welcome half the time",1,0,0,0,0
"female","associate's degree","Standard","none",94.5730499417273,89.5644558309359,74.5558617201444,1470,57042.9705539572,"Rural","Charter","White","not EL","English",8,14,3,0,"good",8,"mostly welcome",7.55,0,0,3,3
"male","some college","Free","none",100,95.5981403642459,80.1183883156798,1471,29458.361968921,"Urban","Public","Latine","not EL","English",7,12,4,1,"good",8,"very welcome",3.45,0,0,3,0
"male","bachelor's degree","Standard","none",47.6380729067959,42.6218290354081,40.6055851640204,1472,71810.429534225,"Urban","Public","Asian","EL","Korean",6,11,3,1,"fair",9,"very welcome",9.18,0,0,4,3
"female","some high school","Reduced","none",62.1243033673838,60.3449735594563,49.5656437515288,1473,38267.2407303229,"Urban","Public","2 or more","not EL","English",7,13,2,1,"good",7,"mostly welcome",2.64,1,0,3,2
"male","some college","Free","none",81.2503983822908,72.2797632784919,66.309128174693,1474,27983.4844890982,"Suburban","Public","Black","not EL","English",6,11,3,0,"very good",6,"very welcome",3.45,0,0,2,0
"female","some college","Reduced","none",74.999877523601,66.7645978149421,61.5293181062831,1475,35233.7846565584,"Urban","Public","Latine","EL","Other",6,11,3,1,"fair",9,"very unwelcome",5.09,0,0,4,0
"male","some high school","Free","none",55.6647180022896,54.645339413785,44.6259608252803,1476,32780.091635547,"Urban","Public","Asian","not EL","English",7,13,4,1,"poor",3,"mostly welcome",1,0,0,0,1
"male","high school","Free","none",44.2818485963187,44.6016311143988,35.921413632479,1477,23938.2929869355,"Rural","Charter","Latine","EL","English",7,12,3,0,"good",6,"very welcome",2.64,0,0,2,0
"female","some high school","Free","completed",38.4632146817017,34.5263658956191,33.5895171095366,1478,21750.7611326013,"Suburban","Public","White","not EL","English",6,11,4,0,"good",7,"very welcome",1,0,0,3,0
"female","some high school","Free","completed",60.9877050551229,59.9303279898143,48.8729509245057,1479,23286.8853265429,"Suburban","Public","Black","not EL","English",8,13,3,1,"excellent",3,"welcome half the time",1,0,0,0,0
"male","some college","Free","completed",34.891159452277,36.3157289284797,28.7402984046824,1480,32545.1127447256,"Urban","Public","White","not EL","English",7,12,2,1,"very good",6,"very welcome",3.45,0,0,2,0
"female","some college","Reduced","none",56.4643776827247,55.3509214847571,45.2374652867895,1481,39706.6278975508,"Urban","Public","White","not EL","English",7,13,2,1,"very good",5,"mostly welcome",5.09,1,0,1,1
"female","master's degree","Standard","none",40.6850095101532,41.4279495677822,33.1708896254113,1482,87002.4836408321,"Urban","Public","White","not EL","English",7,12,0,1,"good",6,"very welcome",10,0,0,2,1
"male","master's degree","Standard","none",47.4299521343964,42.4381930597615,40.4464339851266,1483,61750.6225337116,"Suburban","Public","Latine","not EL","English",6,11,1,0,"very good",5,"very welcome",10,0,0,1,0
"male","high school","Reduced","none",79.8537434805185,76.5768324828105,63.2999214851024,1484,40384.5549885403,"Urban","Public","White","not EL","English",8,13,3,1,"very good",5,"welcome half the time",4.27,0,0,1,1
"male","some college","Reduced","none",35.8421909868144,32.2136979295421,31.5852048722699,1485,37600.2511619626,"Urban","Public","Asian","not EL","English",6,12,4,1,"very good",6,"very welcome",5.09,1,0,2,0
"male","some high school","Free","completed",49.0342312088006,49.3831451842359,39.7320591596711,1486,16255.4301228239,"Urban","Public","2 or more","EL","Other",8,13,4,1,"very good",5,"very welcome",1,0,1,1,0
"male","high school","Free","none",60.2707754370979,59.2977430327335,48.324710628369,1487,28865.1620218223,"Suburban","Public","Latine","not EL","English",8,14,2,1,"fair",9,"welcome half the time",2.64,0,0,4,0
"male","bachelor's degree","Standard","none",35.1174880091296,36.5154305962908,28.9133731834521,1488,54462.7242100361,"Urban","Public","White","not EL","English",7,13,3,1,"excellent",4,"very welcome",9.18,1,0,0,0
"male","associate's degree","Reduced","none",61.8006419960424,60.059389996508,49.3181379969736,1489,41058.2686360456,"Urban","Public","White","not EL","English",7,12,2,1,"very good",5,"very welcome",5.91,1,0,2,0
"male","associate's degree","Reduced","none",67.4033225026001,60.061755149353,55.7201877961059,1490,42276.3697245545,"Suburban","Public","Latine","not EL","English",6,11,3,1,"very good",5,"very welcome",5.91,0,0,1,0
"male","some college","Standard","none",93.4429482009728,88.5673072361524,73.6916662713321,1491,51378.2048241016,"Suburban","Public","Latine","not EL","English",8,13,1,0,"very good",5,"mostly unwelcome",6.73,0,0,2,3
"female","high school","Reduced","none",62.0738303075824,60.3004385066904,49.5270467057983,1492,47402.6201169295,"Suburban","Public","Black","not EL","English",7,13,1,1,"very good",5,"very welcome",4.27,0,0,1,3
"male","high school","Reduced","none",75.2706770294773,72.532950320127,59.7952236107767,1493,37688.6335467513,"Urban","Public","Asian","not EL","English",8,13,4,1,"very good",5,"very welcome",4.27,1,0,2,1
"male","associate's degree","Free","completed",46.7205973583591,47.3417035514933,37.9628097446275,1494,28894.4690343289,"Urban","Public","Black","not EL","English",8,13,4,1,"fair",10,"very welcome",4.27,0,0,4,0
"female","some college","Reduced","none",58.4378800465833,52.1510706293382,48.8642612120931,1495,43113.3709293292,"Rural","Charter","White","not EL","English",6,12,4,0,"poor",2,"welcome half the time",5.09,0,0,4,1
"female","bachelor's degree","Standard","none",72.2616079314534,69.2896540571647,57.3177001828761,1496,57352.0042737357,"Urban","Public","Black","not EL","English",7,13,3,1,"very good",6,"very welcome",9.18,0,0,2,0
"female","some high school","Reduced","none",92.3720865457119,87.0341940109223,72.6963014761326,1497,36244.3994013735,"Urban","Public","2 or more","EL","Spanish",7,13,2,1,"very good",6,"very welcome",2.64,0,0,2,2
"male","some high school","Free","none",78.9997545857992,75.8233128698228,62.6468711538464,1498,33882.2085798819,"Urban","Public","White","not EL","English",8,14,5,1,"good",7,"mostly unwelcome",1,0,0,3,1
"female","associate's degree","Standard","completed",67.3992081406518,64.9993013005752,53.5993944604985,1499,51256.5555673375,"Suburban","Public","White","EL","French",7,13,2,1,"very good",6,"welcome half the time",7.55,0,0,2,2
"male","high school","Reduced","none",69.7330658051382,67.0585874751219,55.3841091451056,1500,47101.2582953916,"Urban","Public","White","not EL","English",7,13,2,1,"poor",9,"very welcome",4.27,0,0,4,3
"male","some college","Reduced","none",49.3995485007344,44.1760722065304,41.9525959123263,1501,38136.883858305,"Suburban","Public","White","not EL","English",6,12,4,0,"good",8,"mostly welcome",5.09,0,0,3,0
"female","some college","Reduced","none",79.6044972317519,70.8274975574281,65.0504978831044,1502,41475.9308935187,"Urban","Public","2 or more","not EL","English",6,12,4,1,"very good",5,"very welcome",5.09,0,0,1,1
"female","master's degree","Standard","completed",69.2402066855151,66.6237117813369,55.0072168771586,1503,90966.9205439131,"Urban","Public","Latine","EL","English",7,13,2,1,"poor",9,"mostly unwelcome",10,0,0,4,2
"male","bachelor's degree","Reduced","completed",43.273897528625,43.7122625252573,35.1506275218897,1504,41892.6464734729,"Urban","Public","Black","not EL","English",7,12,1,1,"very good",6,"mostly unwelcome",7.55,0,0,2,0
"female","associate's degree","Reduced","none",42.77675117786,43.2736039804647,34.7704567830694,1505,39826.9333732756,"Suburban","Public","2 or more","not EL","English",7,13,4,0,"very good",5,"very welcome",5.91,0,0,1,0
"male","associate's degree","Reduced","none",75.2802004896601,72.5413533732295,59.8025062567989,1506,45694.235582153,"Rural","Charter","2 or more","not EL","English",8,13,4,0,"very good",5,"very welcome",5.91,0,0,1,1
"male","high school","Reduced","none",88.9994548337417,84.0583425003603,70.117230166979,1507,39462.815134788,"Suburban","Public","Black","not EL","English",7,13,3,0,"very good",6,"welcome half the time",4.27,0,0,2,1
"female","master's degree","Standard","completed",51.5704093161946,46.0915376319364,43.6126659476782,1508,79241.7460607771,"Suburban","Public","White","EL","Other",6,11,3,1,"very good",5,"very welcome",10,0,0,1,0
"male","associate's degree","Standard","none",46.1910310812637,46.2862038952327,37.3813767092017,1509,49219.1945721021,"Suburban","Public","Black","not EL","English",7,12,3,1,"fair",9,"very welcome",7.55,0,0,0,1
"female","some high school","Free","none",49.959089714142,50.1991968065959,40.4393038990498,1510,16799.4645377306,"Suburban","Public","White","not EL","English",8,14,4,1,"very good",5,"welcome half the time",1,0,1,1,0
"female","bachelor's degree","Standard","none",73.4301183366265,70.9089279440822,58.3877375515379,1511,60605.9519627215,"Urban","Public","Latine","not EL","English",8,13,4,1,"good",6,"very welcome",9.18,0,0,2,1
"male","some high school","Free","none",73.12283785159,70.0495628102265,57.976287768863,1512,26174.9007978361,"Urban","Public","White","not EL","English",7,12,2,1,"very good",5,"welcome half the time",1,0,0,1,0
"female","high school","Free","completed",41.7941422515355,42.9948313984137,34.1955205452919,1513,17996.5542656091,"Urban","Public","Black","not EL","English",8,14,3,1,"very good",6,"very welcome",2.64,1,0,2,0
"male","high school","Free","none",61.3242297989883,60.2272615873426,49.130293375697,1514,29484.8410582284,"Rural","Charter","White","not EL","English",8,14,2,0,"good",7,"mostly unwelcome",2.64,0,0,3,0
